country,name,longName,foundingDate,population,capital,largestCity,area
569,the Central African Republic,Central African Republic,8/13/1960,4709000,Bangui,,240534mi
570,the Central African Republic,Central African Republic,12/4/1976,4709000,Bangui,,240534mi
571,Central Bosnia,Central Bosnia Canton,6/12/1996,,Travnik,Travnik,1231.3mi
572,Central Powers,,6/28/1914,,,,
573,Central Regions State,Central Regions State of Somalia,,,Dhusamareb,Dhusamareb,
574,,Central Tibetan Administration,,,,,
575,Mexico,,1835-10-23,,Mexico City,,
576,Central-Caspian Dictatorship,,7/26/1918,,Baku,,
577,Chad,Republic of Chad,8/11/1960,13670084,N'Djamena,,1284000km
578,Chagatai Khanate,,,,"Almaliq, Xinjiang",,
579,Chagatai Khanate,,,,Qarshi,,
580,Chakan Putum,,,,,,
581,Chalco,,,,Tlalmanalco,,
582,Chalco,,,,Itzcahuacan,,
583,Chalukya dynasty,,,,Badami,,
584,Champa,,,,Indrapura (Champa),,
585,Champa,,,,Vijaya (Champa),,
586,Champa,,,,Phan Rang–Tháp Chàm,,
587,Fourth Dynasty of Hùng kings,,,,Phong Châu,,
588,Chandela dynasty,,,,Kalinjar Fort,,
589,Chandela dynasty,,,,Khajuraho Group of Monuments,,
590,Chandela dynasty,,,,Mahoba,,
591,Chavda dynasty,,,,Panchasar,,
592,Chavda dynasty,,,,"Patan, Gujarat",,
593,Chavín Culture,,,,Chavín de Huantar,,
594,Chechnya,,11/1/1991,,Grozny,,
595,Chedi Kingdom,,,,Suktimati,,
596,Chen,,,,Huaiyang County,,
597,Chen dynasty,,0557-11-16,,Jiankang,,
598,Cheng Han,,,,Chengdu,,
599,Chenla,,,,Sambor Prei Kuk,,
600,Chera kingdom,,,,Chera dynasty,,
601,Chera kingdom,,,,Karur,,
602,Cherokee Na,Cherokee Nation,,299862,"Tahlequah, Oklahoma","Tahlequah, Oklahoma",
603,Cherokee Nation,,1794-11-07,,New Echota,,
604,Cherokee Nation,,1794-11-07,,"Tahlequah, Oklahoma",,
605,Tanah Merah kingdom,,,,Songkhla Province,,
606,Tanah Merah kingdom,,,,Singh,,
607,Ameca,,,,,,
608,Chile,Republic of Chile,1810-09-18,18006407,Santiago,,291930mi
609,Chile,Republic of Chile,1818-02-12,18006407,Santiago,,291930mi
610,Chimor,,,,Chan Chan,,
611,Chimu culture,,,,Chan Chan,,
612,the People's Republic of China,People's Republic of China,1/1/1912,1376049000,Beijing,Shanghai,3705407mi
613,Chinese Soviet Republic,,,,Ruijin,,
614,Chinese Soviet Republic,,,,Yan'an,,
615,Chinese Soviet Republic,,,,Zhidan County,,
616,Chitral,,,,Chitral,,
617,Chobanids,,,,Tabriz,,
618,Chobanids,,,,Kastamonu,,
619,Chola dynasty,,,,Puhar,,
620,Chola dynasty,,,,Gangaikonda Cholapuram,,
621,Chola dynasty,,,,Pazhayarai,,
622,Chola dynasty,,,,Uraiyur,,
623,Chola dynasty,,,,Thanjavur,,
624,Chola dynasty,,,,Thiruvarur,,
625,Christmas Island,Territory of Christmas Island,,2072,Flying Fish Cove,,52mi
626,Chu,,,,Danyang (Chu),,
627,Chu,,,,Ying (Chu),,
628,Chu,,,,Shou County,,
629,Chu,,,,Xuzhou,,
630,Chu,,,,Changsha,,
631,Chudasama dynasty,,,,Sorath,,
632,Chuvashia,,6/24/1920,,Cheboksary,,
633,Chuzan,,,,Urasoe Castle,,
634,Circassia,,,,Sochi,,
635,Cisalpine Republic,,1797-06-29,,Province of Milan,,
636,Ciskei,,12/4/1981,,Bhisho,,
637,Cispadane Republic,,1796-10-16,,Bologna,,
638,Cisrhenian Republic,,1797-08-28,,,,
639,Uruguay,,6/27/1973,,Montevideo,,
640,Poland,,,,Gniezno,,
641,Athens,,,,Athens,,
642,,,11/10/2009,,,,
643,CGDK,,6/22/1982,,Phnom Penh,,
644,Iraq,,4/21/2003,,Baghdad,,
645,Cochinchina,,,,Ho Chi Minh City,,
646,also used to resolve location within categories and name of flags and coat of arms -->,,,,"Cocula, Jalisco",,
647,Cocos Islands,Cocos (Keeling) Islands,,596,"West Island, Cocos (Keeling) Islands",,5.3mi
648,Cocos Islands,Territory of the,,596,"West Island, Cocos (Keeling) Islands",,5.3mi
649,Coixtlahuaca,,,,,,
650,"Colchis, Kolkheti, Kolkha, Kolkhida",,,,Aia (Colchis),,
651,"Colchis, Kolkheti, Kolkha, Kolkhida",,,,Ildamusa,,
652,"Colchis, Kolkheti, Kolkha, Kolkhida",,,,Phasis (town),,
653,the Collectivity of Saint Martin,Collectivity of Saint Martin,1648-03-23,,"Marigot, Saint Martin","Marigot, Saint Martin",20.5mi
654,the Collectivity of Saint Martin,Collectivity of Saint Martin,7/15/2007,,"Marigot, Saint Martin","Marigot, Saint Martin",20.5mi
655,,,,,,,
656,Colombia,Republic of Colombia,1810-07-20,48400388,Bogotá,,440831mi
657,Colombia,Republic of Colombia,1819-08-07,48400388,Bogotá,,440831mi
658,,,11/28/1950,,,,
659,,,7/1/1951,,,,
660,Brazil,,1500-04-22,,Rio de Janeiro,,
661,Brazil,,1500-04-22,,"Salvador, Bahia",,
662,Mauritania,,5/12/1903,,Nouakchott,,
663,Mauritania,,5/12/1903,,"Saint-Louis, Senegal",,
664,Nigeria,,1/1/1914,,Lagos Colony,,
665,Aden,,,,Aden,,
666,British Columbia,,1858-08-02,,New Westminster,,
667,British Columbia,,1869-08-02,,"Victoria, British Columbia",,
668,Colony of Fiji,,1874-10-10,,Levuka,,
669,Colony of Fiji,,1874-10-10,,Suva,,
670,Jamaica,,1655-05-10,,Port Royal,,
671,Jamaica,,1655-05-10,,"Kingston, Jamaica",,
672,Jamaica,,1655-05-10,,Spanish Town,,
673,Natal,,1843-05-04,,Pietermaritzburg,,
674,New Zealand,,,,Auckland,,
675,New Zealand,,,,Wellington,,
676,Niger,,10/13/1922,,Niamey,,
677,Niger,,10/13/1922,,Zinder,,
678,Rhode Island,,,,"Providence, Rhode Island",,
679,Santiago,,,,Spanish Town,,
680,Singapore,,4/1/1946,,,,
681,Tasmania,,,,Hobart,,
682,Vancouver Island,,1849-01-13,,"Victoria, British Columbia",,
683,Virginia,,,,"Jamestown, Virginia",,
684,Virginia,,,,"Williamsburg, Virginia",,
685,Comburg Abbey,,,,,,
686,Commander Islands,Commander Islands,,613,,,712mi
687,Bulgaria,Republic of Bulgaria,,,,,
688,Poland,Republic of Poland,,,,,
689,Romania,Romania,,,,,
690,Samara Constituent Assembly,,6/8/1918,,"Samara, Russia",,
691,,Common Market for Eastern and Southern Africa (COMESA),12/8/1994,,,,
692,,Common Market for Eastern and Southern Africa (COMESA),11/5/1993,,,,
693,England,,1649-05-19,,London,,
694,England,,1659-05-25,,London,,
695,,Commonwealth of Independent States,5/15/1992,276917629,,Moscow,20996932km
696,,,,,,,
697,,,11/19/1926,2328000000,,,11566870mi
698,,,12/11/1931,2328000000,,,11566870mi
699,Philippine Commonwealth,,11/15/1935,,Manila,,
700,Rome,,,,,,
701,Estonia,,11/29/1918,,Narva,,
702,,,7/17/1996,266000000,,,
703,Comoros,Union of the Comoros,7/6/1975,798000,"Moroni, Comoros",,727mi
704,India,,1757-05-10,,Kolkata,,
705,Rhodesia,,,,Harare,,
706,Comtat Venaissin,,,,Venasque,,
707,Comtat Venaissin,,,,Carpentras,,
708,,Conch Republic,4/23/1982,,,,15.4km
709,Ireland,,,,Kilkenny,,
710,Confederate States of America,,1861-02-04,,,,
711,Confederation of the Rhine,,1806-07-12,,Free City of Frankfurt,,
712,,,,,,,
713,Congo,,1885-07-01,,"Boma, Democratic Republic of the Congo",,
714,Poland,,1815-06-09,,Warsaw,,
715,Connecticut,,,,"Hartford, Connecticut",,
716,Connecticut,,,,"New Haven, Connecticut",,
717,Chile,,1830-04-17,,,,
718,,,7/29/1985,,,,
719,the Cook Islands,Cook Islands,8/4/1965,,Avarua,Avarua,91mi
720,Cook Islands,,,,Avarua,,
721,Fiume,,1779-04-23,,Rijeka,,
722,Corsica,,,,"Corte, Haute-Corse",,
723,Cossack Hetmanate,,,,Chyhyryn,,
724,Cossack Hetmanate,,,,Hlukhiv,,
725,Cossack Hetmanate,,,,Baturyn,,
726,Costa Rica,Republic of Costa Rica,1823-07-01,,"San José, Costa Rica",,19653mi
727,Costa Rica,Republic of Costa Rica,1821-09-15,,"San José, Costa Rica",,19653mi
728,Toggenburg,,,,,,
729,Wartenberg-Roth,,,,,,
730,County of Álava,,,,Vitoria-Gasteiz,,
731,Artois,,,,Arras,,
732,Baden AG,,,,"Baden, Switzerland",,
733,Barcelona,,,,Barcelona,,
734,Bentheim,,,,Bad Bentheim,,
735,Blankenburg,,,,,,
736,County of Boulogne,,,,,,
737,Brabant,,,,Brussels,,
738,County of Buren,,,,Buren,,
739,Burgundy,,,,"Dole, Jura",,
740,Cilli,,,,,,
741,County of Durango,,,,"Durango, Biscay",,
742,East-Frisia,,,,Emden,,
743,Eberstein,,,,Alt Eberstein,,
744,Edessa,,,,Edessa,,
745,Edessa,,,,Turbessel,,
746,Flanders,,,,Ghent,,
747,Flanders,,,,Lille,,
748,Flanders,,,,Bruges,,
749,Genevois,,,,Annecy,,
750,Genevois,,,,La Roche-sur-Foron,,
751,Gorizia,,,,Gorizia,,
752,Gorizia,,,,Lienz,,
753,"Guastalla, County",,,,Guastalla,,
754,Hainaut,,,,Mons,,
755,Hanau-Münzenberg,,,,Hanau,,
756,County of Holland,,,,The Hague,,
757,Holzappel,,,,Holzappel,,
758,Horne,,,,"Horn, Netherlands",,
759,Hoya,,,,"Hoya, Germany",,
760,Hoya,,,,"Nienburg, Lower Saxony",,
761,Jaffa and Ascalon,,,,Jaffa,,
762,Katzenelnbogen,,,,Katzenelnbogen,,
763,Kladsko,,,,Kłodzko,,
764,Loon,,,,Hasselt,,
765,Loon,,,,Borgloon,,
766,Luxemburg,,,,Luxembourg City,,
767,Manderscheid,,,,"Manderscheid, Bernkastel-Wittlich",,
768,Manderscheid,,,,Oberkail,,
769,Mark or Marck,,,,Hamm,,
770,"Montbeliard, County",,,,Montbéliard,,
771,Namur,,,,Namur,,
772,Nassau,,,,"Nassau, Rhineland-Palatinate",,
773,County of Novellara,,,,Novellara,,
774,Oldenburg,,,,Oldenburg (Oldenburg),,
775,Portugal,,,,Braga,,
776,Ravensberg,,,,Bielefeld,,
777,Regenstein,,,,,,
778,Rieneck,,,,Lohr am Main,,
779,Rietberg,,,,,,
780,Rouen,,,,Rouen,,
781,Rosselló,,,,Perpignan,,
782,"Saarbrucken, County",,,,,,
783,Santa Fiora,,,,Santa Fiora,,
784,Sargans,,,,Sargans,,
785,Savoy,,,,Chambéry,,
786,Schaumburg,,,,Rinteln,,
787,Sicily,,,,Palermo,,
788,Sponheim,,,,Sponheim,,
789,Sponheim,,,,Traben-Trarbach,,
790,Sponheim,,,,Bad Kreuznach,,
791,Stolberg,,,,Stolberg (Harz),,
792,Tecklenburg,,,,,,
793,County of Toulouse,,,,Toulouse,,
794,Tripoli,,,,Tartus,,
795,Tripoli,,,,"Tripoli, Lebanon",,
796,Tyrol,,,,Innsbruck,,
797,Tyrol,,,,Merano,,
798,Veldenz,,,,Veldenz,,
799,Wernigerode,,,,Wernigerode,,
800,Wurttemberg,,,,Stuttgart,,
801,Zeeland,,,,Middelburg,,
802,Zweibrücken,,,,Zweibrücken,,
803,"Tubingen, County Palatine",,,,Tübingen,,
804,Couto Mixto,,,,Santiago de Rubiás,,
805,Crete,,1898-12-09,,Chania,,
806,Samoa,,,,Apia,Apia,
807,Crimean Khanate,,,,Bakhchysarai,,
808,Crimean Khanate,,,,Stary Krym,,
809,Crimea,,12/13/1917,,,,
810,Crimea,,6/25/1918,,,,
811,Crimea,,,,Simferopol,,
812,Croatia,Republic of Croatia,,,Zagreb,,21851mi
813,Croatia,,,,Knin,,
814,Croatia,,,,"Nin, Croatia",,
815,Croatia,,,,Biograd na Moru,,
816,Croatia,,,,Bihać,,
817,Croatian Republic of Herzeg-Bosnia,,4/27/1992,,Mostar,,
818,Labuan,,,,"Victoria, Labuan",,
819,Malacca,,,,,,
820,Malta,,1813-07-23,,Valletta,,
821,North Borneo,,7/18/1946,,,,
822,Sarawak,,6/30/1946,,,,
823,,,,,,,
824,Castile,,1230-09-23,,Burgos,,
825,Castile,,1230-09-23,,Madrid,,
826,Castile,,1230-09-23,,"Toledo, Spain",,
827,Castile,,1230-09-23,,Valladolid,,
828,,Crozet Islands,,,,,352km
829,Cuba,Republic of Cuba,1895-02-24,,Havana,,42426mi
830,Cuba,Republic of Cuba,1898-12-10,,Havana,,42426mi
831,Cumania,,,,,,
832,Cupul,,,,Valladolid,,
833,Curaçao,Country of Curaçao,10/10/2010,152760,Willemstad,Willemstad,171.4mi
834,Curaçao and Dependencies,,1815-11-20,,Curaçao,,
835,Curaçao and Dependencies,,1815-11-20,,Willemstad,,
836,Kutch / Kachchh,,,,Bhuj,,
837,Cyme,,,,,,
838,Cyprus,Republic of Cyprus,2/19/1959,1141166,Nicosia,,3572mi
839,Cyprus,Republic of Cyprus,8/16/1960,1141166,Nicosia,,3572mi
840,Cyrenaica,,3/1/1949,,Benghazi,,
841,Czechoslovakia,,4/23/1990,,,,
842,Czech Republic,Czech Republic,,10541466,Prague,,30450mi
843,Czechoslovak government-in-exile,,,,,,
844,Czechoslovakia,,,,Prague,,
845,Czechoslovakia,,5/9/1948,,Prague,,
846,Czechoslovakia,,10/28/1918,,Prague,,
847,Da Chu,,,,Nanjing,,
848,Tabaristan,,,,Amol,,
849,Tabaristan,,,,"Sari, Iran",,
850,Dacia,,,,Sarmizegetusa Regia,,
851,Dahomey,,,,Abomey,,
852,Dai,,,,,,
853,Dali,,,,Dali City,,
854,Damaraland,,,,Khorixas,,
855,Danava dynasty,,,,,,
856,Danish Estonia,,,,Tallinn,,
857,Danish Gold Coast / Denmark Guinea,,,,"Osu, Accra",,
858,Danish India,,,,Fort Dansborg,,
859,,The Danish Realma,11/29/1978,5678348,,,42915.7km
860,,The Danish Realma,3/24/1948,5678348,,,42915.7km
861,Danish West Indies,,,,"Charlotte Amalie, U.S. Virgin Islands",,
862,Danish West Indies,,,,"Christiansted, U.S. Virgin Islands",,
863,Danishmend,,,,Niksar,,
864,Danishmend,,,,Sivas,,
865,Dào,,,,Queshan County,,
866,Dào,,,,"Xi County, Henan",,
867,Dào,,,,Henan,,
868,Dapeng,,,,Tongshan District,,
869,Darfur,Darfur,,7500000,Al-Fashir,,493180km
870,Darfur,Darfur Regional Authority,5/5/2006,6000000,Al-Fashir,,493180km
871,Darfur,Darfur Regional Authority,4/23/2007,6000000,Al-Fashir,,493180km
872,DI/TII,,8/7/1949,,,,
873,Дарвоз,,,,,,
874,Davaka,,,,,,
875,Decapolis,,,,,,
876,Deccan sultanatesdrf,,,,Golkonda,,
877,Deccan sultanatesdrf,,,,Adil Shahi dynasty,,
878,Deccan sultanatesdrf,,,,Achalpur,,
879,Deccan sultanatesdrf,,,,Ahmednagar,,
880,Deccan sultanatesdrf,,,,Bidar,,
881,Deheubarth,,,,Dinefwr Castle,,
882,Deira,,,,York,,
883,Dejima,,,,,,
884,Delaware,,,,"New Castle, Delaware",,
885,Delhi Sultanate,,1206-06-12,,Agra,,
886,Delhi Sultanate,,1206-06-12,,Budaun,,
887,Delhi Sultanate,,1206-06-12,,Delhi,,
888,Delhi Sultanate,,1206-06-12,,"Daulatabad, Maharashtra",,
889,Demak,,,,"Demak, Demak",,
890,Demerara,,,,"Georgetown, Guyana",,
891,Albania,,10/20/1944,,Tirana,,
892,Kampuchea,,4/17/1975,,Phnom Penh,,
893,Afghanistan,,4/30/1978,,Kabul,,
894,Georgia,,5/26/1918,,Tbilisi,,
895,Madagascar,,12/30/1975,,Antananarivo,,
896,the Democratic Republic of the Congo,Democratic Republic of the Congo,6/30/1960,81680000,Kinshasa,,905355mi
897,"Yemen, Democratic Republic of",,5/21/1994,,Aden,,
898,Dendi Kingdom,,,,Lulama,,
899,Deng,,,,Dengzhou,,
900,Deng,,,,Henan,,
901,Deng,,,,Hubei,,
902,Deng,,,,Xiangyang,,
903,Denkyira,,,,Dunkwa-on-Offin,,
904,Denmark,Kingdom of Denmark,1849-06-05,5707251,Copenhagen,Capital city,42923.5km
905,Denmark Norway,,,,Copenhagen,,
906,,,,40,,,2700203km
907,Derbent,,,,Derbent,,
908,Ethiopia,,9/12/1974,,Addis Ababa,,
909,Dervish,,,,Taleh,,
910,Angelokastron and Lepanto,,,,"Angelokastro, Aetolia-Acarnania",,
911,Arta,,,,"Arta, Greece",,
912,Despotate of Epirus,,,,"Arta, Greece",,
913,Despotate of Epirus,,,,Ioannina,,
914,Morea,,,,Mystras,,
915,Deva dynasty,,,,Bikrampur,,
916,Dharmasraya,,,,Muaro Jambi Temple Compounds,,
917,Dharmasraya,,,,Dharmasraya Regency,,
918,Dian,,,,,,
919,Diaokhi,,,,Oltu,,
920,,Location of Dekernes,,,,,
921,,,,,,,
922,Disentis Abbey,,,,,,
923,Branković,,,,Pristina,,
924,Portugal,,5/29/1926,,,,
925,Djibouti,Republic of Djibouti,6/27/1977,810178,Djibouti (city),,8958mi
926,D'mt,,,,Yeha,,
927,Eighth Dynasty of Hùng kings,,,,Phong Châu,,
928,Dominica,Commonwealth of Dominica,3/1/1967,72660,Roseau,,290mi
929,Dominica,Commonwealth of Dominica,11/3/1978,72660,Roseau,,290mi
930,Dominican Republic,Dominican Republic,1821-12-01,9980243,Santo Domingo,,48442km
931,Dominican Republic,Dominican Republic,1844-02-27,9980243,Santo Domingo,,48442km
932,British West Florida,Dominion of British West Florida,11/29/2005,,,,
933,Ceylon,,2/4/1948,,,,
934,Fiji,,10/10/1970,,,,
935,India,,8/15/1947,,,,
936,,Dominion of Melchizedek,,,,,
937,New Zealand,,9/26/1907,,Wellington,,
938,Newfoundland,,9/26/1907,,"St. John's, Newfoundland and Labrador",,
939,Pakistan,,8/14/1947,,Karachi,,
940,Don Republic,,5/18/1918,,Novocherkassk,,
941,Donbass,,12/4/1917,,,,
942,Donetsk–Krivoy Rog Republic,,2/12/1918,,Kharkiv,,
943,Donetsk–Krivoy Rog Republic,,2/12/1918,,Luhansk,,
944,Dong'ou,,,,Wenzhou,,
945,Dos Pilas,,,,,,
946,Doawo,,,,,,
947,Dubrovnik,,10/15/1991,,Cavtat,,
948,Dubrovnik,,10/15/1991,,Dubrovnik,,
949,Silesia,,,,Wrocław,,
950,Silesia,,,,Opava,,
951,Silesia,,,,Opole,,
952,Duchy of Amalfi,,,,Amalfi,,
953,Anhalt,,,,Dessau,,
954,Aquitaine,,,,,,
955,Athens,,,,Athens,,
956,Athens,,,,"Thebes, Greece",,
957,Austria,,,,Vienna,,
958,Bar,,,,Bar-le-Duc,,
959,Bavaria,,,,Munich,,
960,Bavaria,,,,Regensburg,,
961,Belz,,,,Belz,,
962,Bernstadt,,,,Bierutów,,
963,Bohemia,,,,Prague,,
964,Brabant,,,,Brussels,,
965,Brittany,,0939-08-01,,Rennes,,
966,Brittany,,0939-08-01,,Vannes,,
967,Brittany,,0939-08-01,,Nantes,,
968,Brunswick,,,,,,
969,Brunswick-Lüneburg,,,,Braunschweig,,
970,Brunswick-Lüneburg,,,,Lüneburg,,
971,Brieg,,,,Brzeg,,
972,Bukovina,,,,Chernivtsi,,
973,Burgundy,,,,Dijon,,
974,Bytom,,,,Bytom,,
975,Carinthia,,,,Klagenfurt,,
976,Carinthia,,,,Sankt Veit an der Glan,,
977,Castro,,,,"Castro, Lazio",,
978,Cleves,,,,Kleve,,
979,Courland and Semigallia,,1561-11-28,,Jelgava,,
980,Courland,,3/8/1918,,Riga,,
981,Croatia,,,,Fortress of Klis,,
982,Croatia,,,,Bijaći,,
983,Croatia,,,,Solin,,
984,Croatia,,,,Knin,,
985,Croatia,,,,"Nin, Croatia",,
986,,,,,Dol-de-Bretagne,,
987,"Estonia, Duchy of,",,1561-06-04,,Tallinn,,
988,Duchy of Ferrara,,,,Ferrara,,
989,Florence,,,,Florence,,
990,Gascony,,,,Bordeaux,,
991,Głogów,,,,Głogów,,
992,Greater Poland,,,,Poznań,,
993,"Guastalla, Duchy",,1621-07-02,,,,
994,Holstein,,1474-02-14,,Glückstadt,,
995,Inowrocław,,,,,,
996,Jawor,,,,Jawor,,
997,Jülich,,,,Jülich,,
998,Kopanica,,,,Köpenick,,
999,Krnov,,,,Krnov,,
1000,Legnica,,,,Legnica,,
1001,Limburg,,,,Limbourg,,
1002,Limburg,,1839-04-19,,,,
1003,Lorraine,,,,"Nancy, France",,
1004,Lucca,,1815-06-09,,Lucca,,
1005,Luxembourg,,,,Luxembourg City,,
1006,Magdeburg,,,,Magdeburg,,
1007,Magdeburg,,,,Halle (Saale),,
1008,Mantua,,1530-09-22,,,,
1009,Mazovia,,,,"Czersk, Masovian Voivodeship",,
1010,Mazovia,,,,Warsaw,,
1011,Mazovia,,,,Płock,,
1012,Massa and Carrara,,1473-02-22,,,,
1013,Mecklenburg-Schwerin,,,,Schwerin,,
1014,Mecklenburg-Strelitz,,,,Mecklenburg-Strelitz (district),,
1015,Milan,,1395-05-01,,,,
1016,Ducato della Mirandola,,,,Mirandola,,
1017,Modena and Reggio,,,,Modena,,
1018,Münsterberg,,,,,,
1019,Nassau,,1806-08-30,,Weilburg,,
1020,Nassau,,1806-08-30,,Wiesbaden,,
1021,Neopatras,,,,Ypati,,
1022,Normandy,,,,Rouen,,
1023,Nysa,,,,"Nysa, Poland",,
1024,Oels,,,,Oleśnica,,
1025,Oldenburg,,,,Oldenburg (Oldenburg),,
1026,Opole,,,,Opole,,
1027,Opole and Racibórz,,,,Duchy of Opole,,
1028,Oświęcim,,,,Oświęcim,,
1029,Parma,,1545-09-16,,Parma,,
1030,Pomerania,,,,Wolgast,,
1031,Pomerania,,,,Demmin,,
1032,Pomerania,,,,Szczecin,,
1033,Prussia,,1525-04-10,,Königsberg,,
1034,Racibórz,,,,Racibórz,,
1035,Salzburg,,,,Salzburg,,
1036,Savoy,,,,Chambéry,,
1037,Savoy,,,,Turin,,
1038,Saxe-Altenburg,,1602-07-07,,Altenburg,,
1039,Saxe-Meiningen,,,,Meiningen,,
1040,Saxe-Wittenberg,,,,Wittenberg,,
1041,Saxony,,,,,,
1042,Schleswig,,,,Copenhagen,,
1043,Schleswig,,,,"Schleswig, Schleswig-Holstein",,
1044,Schleswig,,,,Flensburg,,
1045,Sieradz,,,,Sieradz,,
1046,Silesia,,,,Wrocław,,
1047,Spoleto,,,,Spoleto,,
1048,Styria,,,,Graz,,
1049,Swabia,,,,,,
1050,Teschen,,,,Cieszyn,,
1051,"Archipelago, Duchy of the",,,,Naxos,,
1052,Thuringia,,,,,,
1053,Troppau,,,,Opava,,
1054,"Urbino, Duchy",,,,Urbino,,
1055,Warsaw,,1807-06-09,,,,
1056,Württemberg,,,,Stuttgart,,
1057,Żagań,,,,Żagań,,
1058,Oświęcim,,,,Zator,,
1059,"Bouillon, Duchy",,,,Bouillon,,
1060,Dukedom of Alcalá de los Gazules,,,,,,
1061,Durrani Empire,,,,Herat,,
1062,Durrani Empire,,,,Kabul,,
1063,Durrani Empire,,,,Kandahar,,
1064,Durrani Empire,,,,Peshawar,,
1065,"Bengal, Dutch",,,,Hugli-Chuchura,,
1066,"Bengal, Dutch",,,,Pipely,,
1067,Dutch Brazil,,1630-02-16,,Mauritsstad,,
1068,Cape Colony,,1652-04-06,,Cape Town,,
1069,Cape Colony,,1652-04-06,,Castle of Good Hope,,
1070,Celebes,,,,Makassar,,
1071,Dutch Ceylon,,1656-05-12,,Colombo,,
1072,Dutch Ceylon,,1656-05-12,,Galle,,
1073,"Coromandel, Dutch",,,,Pulicat,,
1074,"Coromandel, Dutch",,,,Nagapattinam,,
1075,Dutch East Indies,,1800-01-01,,"Batavia, Dutch East Indies",,
1076,,,,,,,
1077,Formosa,,,,Fort Zeelandia (Taiwan),,
1078,Dutch Guinea,,,,"Fort Nassau, Ghana",,
1079,Dutch Guinea,,,,Elmina Castle,,
1080,,,9/9/1980,23000000,,,
1081,Loango-Angola,,1641-08-26,,Luanda,,
1082,Dutch Malabar,,,,Fort Kochi,,
1083,Dutch Malabar,,,,"St Thomas Fort, Tangasseri",,
1084,"Malacca, Dutch",,1641-01-14,,Malacca City,,
1085,Dutch Mauritius,,1638-08-29,,Mahébourg,,
1086,Dutch Republic,,1581-07-26,,De facto,,
1087,Dutch Republic,,1581-07-26,,Amsterdam,,
1088,Slave Coast,,,,Godomey,,
1089,Slave Coast,,,,Ouidah,,
1090,Slave Coast,,,,Offra,,
1091,Dutch Suratte,,,,Surat,,
1092,Dutch Virgin Islands,,,,,,
1093,Haiti,,10/22/1957,,,,
1094,Dzungars,,,,Yining City,,
1095,E,,,,Xiangning County,,
1096,E,,,,Ezhou,,
1097,E,,,,"Nanyang, Henan",,
1098,Early Dynastic Period of Egypt,,,,"Memphis, Egypt",,
1099,Vietnam,,,,Hoa Lư,,
1100,Vạn Xuân,,,,Long Biên,,
1101,Early Pagan,,,,Arimaddana,,
1102,Early Pagan,,,,Tampawaddy,,
1103,Early Pagan,,,,Thiri Pyissaya,,
1104,Early Pagan,,,,Bagan,,
1105,British East Africa,,1895-07-01,,Mombasa,,
1106,British East Africa,,1895-07-01,,Nairobi,,
1107,East Bengal,,8/15/1947,,Dhaka,,
1108,East Breifne,,,,Cavan,,
1109,East Caprivi,,,,Katima Mulilo,,
1110,East Germany,,10/7/1949,,East Berlin,,
1111,East Hopeh Government,,11/25/1935,,"Tongzhou District, Beijing",,
1112,East Jersey,,,,"Perth Amboy, New Jersey",,
1113,East Pakistan,,,,Dhaka,,
1114,East Timor,Democratic Republic of Timor-Leste,2/10/1943,1201542,Dili,Dili,5743mi
1115,East Timor,Democratic Republic of Timor-Leste,9/2/1945,1201542,Dili,Dili,5743mi
1116,Eastern Chalukyas,,,,Rajahmundry,,
1117,Eastern Chalukyas,,,,Vengi,,
1118,Eastern Ganga Empire,,,,Mukhalingam,,
1119,Eastern Ganga Empire,,,,Cuttack,,
1120,Eastern Guo,,,,,,
1121,Eastern Hungarian Kingdom,,,,Buda,,
1122,Eastern Hungarian Kingdom,,,,Alba Iulia,,
1123,Eastern Hungarian Kingdom,,,,"Lipova, Arad",,
1124,"Eastern Slavonia, Baranja and Western Syrmia",,,,Vukovar,,
1125,Eastern Turkic Khaganate,,,,Ordu-Baliq,,
1126,Eastern Wei,,0534-11-08,,Ye (ancient China),,
1127,Eastern Wei,,0534-11-08,,Luoyang,,
1128,* Eastern Wu,,,,Jiankang,,
1129,* Eastern Wu,,,,Ezhou,,
1130,* Sun Wu,,,,Jiankang,,
1131,* Sun Wu,,,,Ezhou,,
1132,Eastern Xia,,,,"Kaiyuan, Liaoning",,
1133,Eastern Xia,,,,Yanji,,
1134,Ebla,,,,,,
1135,,,,416046863,,,3060000mi
1136,Ecuador,Republic of Ecuador,1809-08-10,16144000,Quito,Guayaquil,109484mi
1137,Ecuador,Republic of Ecuador,1822-05-24,16144000,Quito,Guayaquil,109484mi
1138,Edom,,,,,,
1139,Egypt,Arab Republic of Egypt,1805-07-09,85783,Cairo,,387048mi
1140,Egypt,,6/18/1953,,Cairo,,
1141,Ekab,,,,,,
1142,El Salvador,Republic of El Salvador,1821-09-15,6377195,San Salvador,San Salvador,8124mi
1143,El Salvador,Republic of El Salvador,1823-07-01,6377195,San Salvador,San Salvador,8124mi
1144,Elchingen,,,,Elchingen,,
1145,Great Britain,,1707-05-01,,,,
1146,Palatinate,,,,Düsseldorf,,
1147,Palatinate,,,,Heidelberg,,
1148,Palatinate,,,,Mannheim,,
1149,Baden,,,,,,
1150,Bavaria,,,,Munich,,
1151,Brunswick-Lunenburg,,,,Hanover,,
1152,Cologne,,,,Bonn,,
1153,Cologne,,,,Cologne,,
1154,Hesse-Kassel,,,,Kassel,,
